data_type,tree_type,model,tree,backend,run,filename,walltime,cputime,log_likelihood,tree_length,opt_time,opt_rounds,first_eval_sec,overhead
AA,unrooted,LG,tree_1,OMP_10,8,output_banchmark_bl_estimation_AA_LG_OMP_10_run8_tree_1_1000000_iqtree3_aa.log,36.304,333.871,-88901422.374,19.949,35.054,1,,1.25
AA,unrooted,LG,tree_1,OMP_48,5,output_banchmark_bl_estimation_AA_LG_OMP_48_run5_tree_1_1000000_iqtree3_aa.log,18.564,630.743,-88901422.374,19.949,17.183,1,,1.3810000000000002
AA,unrooted,LG,tree_1,OMP_10,7,output_banchmark_bl_estimation_AA_LG_OMP_10_run7_tree_1_1000000_iqtree3_aa.log,38.356,365.322,-88901422.374,19.949,37.115,1,,1.2409999999999997
AA,unrooted,LG,tree_1,VANILA,4,output_banchmark_bl_estimation_AA_LG_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run4_tree_1_1000000_aa_iqtree.log,285.185,278.647,-88901422.374,19.949,282.157,1,,3.02800000000002
AA,unrooted,LG,tree_1,VANILA,10,output_banchmark_bl_estimation_AA_LG_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run10_tree_1_1000000_aa_iqtree.log,282.798,276.389,-88901422.374,19.949,279.944,1,,2.853999999999985
AA,unrooted,LG,tree_1,VANILA,7,output_banchmark_bl_estimation_AA_LG_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run7_tree_1_1000000_aa_iqtree.log,281.219,274.13,-88901422.374,19.949,278.094,1,,3.125
AA,unrooted,LG,tree_1,VANILA,9,output_banchmark_bl_estimation_AA_LG_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run9_tree_1_1000000_aa_iqtree.log,291.16,284.376,-88901422.374,19.949,288.233,1,,2.927000000000021
AA,unrooted,LG,tree_1,OMP_48,2,output_banchmark_bl_estimation_AA_LG_OMP_48_run2_tree_1_1000000_iqtree3_aa.log,13.975,581.843,-88901422.374,19.949,12.619,1,,1.3559999999999999
AA,unrooted,LG,tree_10,OMP_48,8,output_banchmark_bl_estimation_AA_LG_OMP_48_run8_tree_10_1000000_iqtree3_aa.log,14.911,607.887,-86714228.485,19.208,13.499,1,,1.411999999999999
AA,unrooted,LG,tree_10,OMP_48,10,output_banchmark_bl_estimation_AA_LG_OMP_48_run10_tree_10_1000000_iqtree3_aa.log,14.778,604.025,-86714228.485,19.208,13.338,1,,1.4400000000000013
AA,unrooted,LG,tree_10,OMP_48,2,output_banchmark_bl_estimation_AA_LG_OMP_48_run2_tree_10_1000000_iqtree3_aa.log,14.853,607.484,-86714228.485,19.208,13.44,1,,1.4130000000000003
AA,unrooted,LG,tree_10,OMP_48,4,output_banchmark_bl_estimation_AA_LG_OMP_48_run4_tree_10_1000000_iqtree3_aa.log,14.192,578.773,-86714228.485,19.208,12.709,1,,1.4830000000000005
AA,unrooted,LG,tree_10,OMP_10,2,output_banchmark_bl_estimation_AA_LG_OMP_10_run2_tree_10_1000000_iqtree3_aa.log,39.915,359.601,-86714228.485,19.208,38.185,1,,1.7299999999999969
AA,unrooted,LG,tree_10,OMP_10,4,output_banchmark_bl_estimation_AA_LG_OMP_10_run4_tree_10_1000000_iqtree3_aa.log,39.82,379.504,-86714228.485,19.208,38.545,1,,1.2749999999999986
AA,unrooted,LG,tree_10,OMP_10,8,output_banchmark_bl_estimation_AA_LG_OMP_10_run8_tree_10_1000000_iqtree3_aa.log,37.073,337.883,-86714228.485,19.208,35.756,1,,1.3170000000000002
AA,unrooted,LG,tree_10,OMP_48,9,output_banchmark_bl_estimation_AA_LG_OMP_48_run9_tree_10_1000000_iqtree3_aa.log,15.206,617.397,-86714228.485,19.208,13.741,1,,1.4649999999999999
AA,unrooted,LG,tree_10,OMP_48,5,output_banchmark_bl_estimation_AA_LG_OMP_48_run5_tree_10_1000000_iqtree3_aa.log,17.178,623.24,-86714228.485,19.208,14.579,1,,2.599
AA,unrooted,LG,tree_10,OMP_48,3,output_banchmark_bl_estimation_AA_LG_OMP_48_run3_tree_10_1000000_iqtree3_aa.log,17.8,622.39,-86714228.485,19.208,16.456,1,,1.3440000000000012
AA,unrooted,LG,tree_10,OMP_10,5,output_banchmark_bl_estimation_AA_LG_OMP_10_run5_tree_10_1000000_iqtree3_aa.log,35.728,327.96,-86714228.485,19.208,34.515,1,,1.213000000000001
AA,unrooted,LG,tree_10,OMP_10,3,output_banchmark_bl_estimation_AA_LG_OMP_10_run3_tree_10_1000000_iqtree3_aa.log,38.058,363.066,-86714228.485,19.208,36.838,1,,1.2199999999999989
AA,unrooted,LG,tree_10,OMP_10,9,output_banchmark_bl_estimation_AA_LG_OMP_10_run9_tree_10_1000000_iqtree3_aa.log,38.355,364.685,-86714228.485,19.208,37.102,1,,1.2530000000000001
AA,unrooted,LG,tree_10,OMP_48,6,output_banchmark_bl_estimation_AA_LG_OMP_48_run6_tree_10_1000000_iqtree3_aa.log,19.722,673.613,-86714228.485,19.208,18.343,1,,1.3790000000000013
AA,unrooted,LG,tree_10,OMP_10,10,output_banchmark_bl_estimation_AA_LG_OMP_10_run10_tree_10_1000000_iqtree3_aa.log,38.422,365.875,-86714228.485,19.208,37.18,1,,1.2419999999999973
AA,unrooted,LG,tree_10,OMP_10,6,output_banchmark_bl_estimation_AA_LG_OMP_10_run6_tree_10_1000000_iqtree3_aa.log,60.973,401.914,-86714228.485,19.208,59.613,1,,1.3599999999999994
AA,unrooted,LG,tree_10,OMP_48,7,output_banchmark_bl_estimation_AA_LG_OMP_48_run7_tree_10_1000000_iqtree3_aa.log,19.436,647.328,-86714228.485,19.208,18.06,1,,1.3760000000000012
AA,unrooted,LG,tree_10,OMP_48,1,output_banchmark_bl_estimation_AA_LG_OMP_48_run1_tree_10_1000000_iqtree3_aa.log,18.123,637.409,-86714228.485,19.208,16.807,1,,1.3160000000000025
AA,unrooted,LG,tree_10,OMP_10,7,output_banchmark_bl_estimation_AA_LG_OMP_10_run7_tree_10_1000000_iqtree3_aa.log,38.159,364.041,-86714228.485,19.208,36.912,1,,1.2469999999999999
AA,unrooted,LG,tree_10,OMP_10,1,output_banchmark_bl_estimation_AA_LG_OMP_10_run1_tree_10_1000000_iqtree3_aa.log,38.309,365.436,-86714228.485,19.208,37.065,1,,1.2439999999999998
AA,unrooted,LG,tree_2,OMP_10,4,output_banchmark_bl_estimation_AA_LG_OMP_10_run4_tree_2_1000000_iqtree3_aa.log,30.583,288.504,-90504713.177,20.312,29.308,1,,1.2749999999999986
AA,unrooted,LG,tree_2,VANILA,2,output_banchmark_bl_estimation_AA_LG_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run2_tree_2_1000000_aa_iqtree.log,219.924,213.314,-90504713.177,20.312,217.055,1,,2.8689999999999998
AA,unrooted,LG,tree_2,OMP_48,9,output_banchmark_bl_estimation_AA_LG_OMP_48_run9_tree_2_1000000_iqtree3_aa.log,11.555,459.643,-90504713.177,20.312,10.044,1,,1.5109999999999992
AA,unrooted,LG,tree_2,OMP_48,6,output_banchmark_bl_estimation_AA_LG_OMP_48_run6_tree_2_1000000_iqtree3_aa.log,11.418,445.763,-90504713.177,20.312,10.183,1,,1.2349999999999994
AA,unrooted,LG,tree_2,OMP_10,3,output_banchmark_bl_estimation_AA_LG_OMP_10_run3_tree_2_1000000_iqtree3_aa.log,29.796,281.026,-90504713.177,20.312,28.539,1,,1.256999999999998
AA,unrooted,LG,tree_2,VANILA,1,output_banchmark_bl_estimation_AA_LG_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run1_tree_2_1000000_aa_iqtree.log,212.665,206.366,-90504713.177,20.312,209.917,1,,2.7479999999999905
AA,unrooted,LG,tree_2,OMP_48,1,output_banchmark_bl_estimation_AA_LG_OMP_48_run1_tree_2_1000000_iqtree3_aa.log,11.656,452.497,-90504713.177,20.312,10.45,1,,1.2060000000000013
AA,unrooted,LG,tree_2,OMP_48,10,output_banchmark_bl_estimation_AA_LG_OMP_48_run10_tree_2_1000000_iqtree3_aa.log,13.348,468.661,-90504713.177,20.312,12.122,1,,1.2260000000000009
AA,unrooted,LG,tree_2,OMP_48,7,output_banchmark_bl_estimation_AA_LG_OMP_48_run7_tree_2_1000000_iqtree3_aa.log,11.589,450.793,-90504713.177,20.312,10.353,1,,1.2360000000000007
AA,unrooted,LG,tree_2,OMP_48,8,output_banchmark_bl_estimation_AA_LG_OMP_48_run8_tree_2_1000000_iqtree3_aa.log,15.711,500.071,-90504713.177,20.312,14.346,1,,1.3650000000000002
AA,unrooted,LG,tree_2,VANILA,9,output_banchmark_bl_estimation_AA_LG_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run9_tree_2_1000000_aa_iqtree.log,220.888,214.38,-90504713.177,20.312,217.78,1,,3.108000000000004
AA,unrooted,LG,tree_2,VANILA,7,output_banchmark_bl_estimation_AA_LG_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run7_tree_2_1000000_aa_iqtree.log,214.832,208.16,-90504713.177,20.312,211.446,1,,3.3859999999999957
AA,unrooted,LG,tree_2,OMP_10,5,output_banchmark_bl_estimation_AA_LG_OMP_10_run5_tree_2_1000000_iqtree3_aa.log,29.829,268.154,-90504713.177,20.312,28.544,1,,1.2850000000000001
AA,unrooted,LG,tree_2,VANILA,10,output_banchmark_bl_estimation_AA_LG_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run10_tree_2_1000000_aa_iqtree.log,216.488,210.304,-90504713.177,20.312,213.501,1,,2.9869999999999948
AA,unrooted,LG,tree_2,VANILA,4,output_banchmark_bl_estimation_AA_LG_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run4_tree_2_1000000_aa_iqtree.log,220.683,214.555,-90504713.177,20.312,217.816,1,,2.8669999999999902
AA,unrooted,LG,tree_2,OMP_10,10,output_banchmark_bl_estimation_AA_LG_OMP_10_run10_tree_2_1000000_iqtree3_aa.log,29.804,281.056,-90504713.177,20.312,28.52,1,,1.283999999999999
AA,unrooted,LG,tree_2,OMP_10,2,output_banchmark_bl_estimation_AA_LG_OMP_10_run2_tree_2_1000000_iqtree3_aa.log,50.739,330.705,-90504713.177,20.312,49.001,1,,1.7379999999999995
AA,unrooted,LG,tree_2,OMP_48,3,output_banchmark_bl_estimation_AA_LG_OMP_48_run3_tree_2_1000000_iqtree3_aa.log,11.399,454.021,-90504713.177,20.312,9.955,1,,1.443999999999999
AA,unrooted,LG,tree_2,VANILA,5,output_banchmark_bl_estimation_AA_LG_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run5_tree_2_1000000_aa_iqtree.log,220.6,213.739,-90504713.177,20.312,217.421,1,,3.179000000000002
AA,unrooted,LG,tree_2,OMP_10,1,output_banchmark_bl_estimation_AA_LG_OMP_10_run1_tree_2_1000000_iqtree3_aa.log,29.969,282.506,-90504713.177,20.312,28.647,1,,1.3220000000000027
AA,unrooted,LG,tree_2,OMP_48,4,output_banchmark_bl_estimation_AA_LG_OMP_48_run4_tree_2_1000000_iqtree3_aa.log,11.25,449.444,-90504713.177,20.312,9.848,1,,1.4019999999999992
AA,unrooted,LG,tree_2,OMP_10,9,output_banchmark_bl_estimation_AA_LG_OMP_10_run9_tree_2_1000000_iqtree3_aa.log,29.898,280.909,-90504713.177,20.312,28.511,1,,1.3870000000000005
AA,unrooted,LG,tree_2,VANILA,6,output_banchmark_bl_estimation_AA_LG_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run6_tree_2_1000000_aa_iqtree.log,219.261,212.464,-90504713.177,20.312,216.12,1,,3.140999999999991
AA,unrooted,LG,tree_2,VANILA,8,output_banchmark_bl_estimation_AA_LG_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run8_tree_2_1000000_aa_iqtree.log,224.057,217.453,-90504713.177,20.312,220.868,1,,3.188999999999993
AA,unrooted,LG,tree_2,OMP_10,6,output_banchmark_bl_estimation_AA_LG_OMP_10_run6_tree_2_1000000_iqtree3_aa.log,48.037,313.799,-90504713.177,20.312,46.667,1,,1.3699999999999974
AA,unrooted,LG,tree_2,OMP_48,2,output_banchmark_bl_estimation_AA_LG_OMP_48_run2_tree_2_1000000_iqtree3_aa.log,12.529,481.993,-90504713.177,20.312,10.796,1,,1.7330000000000005
AA,unrooted,LG,tree_2,VANILA,3,output_banchmark_bl_estimation_AA_LG_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run3_tree_2_1000000_aa_iqtree.log,221.36,214.678,-90504713.177,20.312,218.243,1,,3.1170000000000186
AA,unrooted,LG,tree_2,OMP_10,7,output_banchmark_bl_estimation_AA_LG_OMP_10_run7_tree_2_1000000_iqtree3_aa.log,29.675,280.217,-90504713.177,20.312,28.462,1,,1.213000000000001
AA,unrooted,LG,tree_2,OMP_10,8,output_banchmark_bl_estimation_AA_LG_OMP_10_run8_tree_2_1000000_iqtree3_aa.log,28.444,258.444,-90504713.177,20.312,27.108,1,,1.3359999999999985
AA,unrooted,LG,tree_2,OMP_48,5,output_banchmark_bl_estimation_AA_LG_OMP_48_run5_tree_2_1000000_iqtree3_aa.log,12.052,480.556,-90504713.177,20.312,10.612,1,,1.4399999999999995
AA,unrooted,LG,tree_3,OMP_10,2,output_banchmark_bl_estimation_AA_LG_OMP_10_run2_tree_3_1000000_iqtree3_aa.log,66.449,426.117,-87357001.171,19.421,64.552,1,,1.8969999999999914
AA,unrooted,LG,tree_3,OMP_10,10,output_banchmark_bl_estimation_AA_LG_OMP_10_run10_tree_3_1000000_iqtree3_aa.log,39.342,374.042,-87357001.171,19.421,38.068,1,,1.274000000000001
AA,unrooted,LG,tree_3,OMP_10,5,output_banchmark_bl_estimation_AA_LG_OMP_10_run5_tree_3_1000000_iqtree3_aa.log,39.46,362.091,-87357001.171,19.421,38.17,1,,1.2899999999999991
AA,unrooted,LG,tree_3,OMP_48,8,output_banchmark_bl_estimation_AA_LG_OMP_48_run8_tree_3_1000000_iqtree3_aa.log,14.642,570.499,-87357001.171,19.421,13.33,1,,1.3119999999999994
AA,unrooted,LG,tree_3,OMP_48,7,output_banchmark_bl_estimation_AA_LG_OMP_48_run7_tree_3_1000000_iqtree3_aa.log,16.641,661.068,-87357001.171,19.421,15.232,1,,1.408999999999999
AA,unrooted,LG,tree_3,OMP_48,10,output_banchmark_bl_estimation_AA_LG_OMP_48_run10_tree_3_1000000_iqtree3_aa.log,18.361,622.292,-87357001.171,19.421,17.015,1,,1.346
AA,unrooted,LG,tree_3,OMP_48,1,output_banchmark_bl_estimation_AA_LG_OMP_48_run1_tree_3_1000000_iqtree3_aa.log,13.971,576.212,-87357001.171,19.421,12.577,1,,1.3940000000000001
AA,unrooted,LG,tree_3,OMP_10,3,output_banchmark_bl_estimation_AA_LG_OMP_10_run3_tree_3_1000000_iqtree3_aa.log,39.239,373.237,-87357001.171,19.421,37.992,1,,1.2469999999999999
AA,unrooted,LG,tree_3,OMP_48,6,output_banchmark_bl_estimation_AA_LG_OMP_48_run6_tree_3_1000000_iqtree3_aa.log,13.984,569.798,-87357001.171,19.421,12.535,1,,1.4489999999999998
AA,unrooted,LG,tree_3,OMP_48,9,output_banchmark_bl_estimation_AA_LG_OMP_48_run9_tree_3_1000000_iqtree3_aa.log,19.546,625.708,-87357001.171,19.421,18.067,1,,1.4789999999999992
AA,unrooted,LG,tree_3,OMP_10,4,output_banchmark_bl_estimation_AA_LG_OMP_10_run4_tree_3_1000000_iqtree3_aa.log,40.421,383.42,-87357001.171,19.421,39.068,1,,1.3530000000000015
AA,unrooted,LG,tree_3,OMP_48,5,output_banchmark_bl_estimation_AA_LG_OMP_48_run5_tree_3_1000000_iqtree3_aa.log,15.892,612.972,-87357001.171,19.421,14.433,1,,1.4589999999999996
AA,unrooted,LG,tree_3,OMP_10,8,output_banchmark_bl_estimation_AA_LG_OMP_10_run8_tree_3_1000000_iqtree3_aa.log,64.886,391.759,-87357001.171,19.421,63.496,1,,1.3899999999999935
AA,unrooted,LG,tree_3,OMP_10,7,output_banchmark_bl_estimation_AA_LG_OMP_10_run7_tree_3_1000000_iqtree3_aa.log,39.24,373.032,-87357001.171,19.421,37.976,1,,1.264000000000003
AA,unrooted,LG,tree_3,OMP_48,2,output_banchmark_bl_estimation_AA_LG_OMP_48_run2_tree_3_1000000_iqtree3_aa.log,15.419,607.151,-87357001.171,19.421,14.152,1,,1.2670000000000012
AA,unrooted,LG,tree_3,OMP_10,6,output_banchmark_bl_estimation_AA_LG_OMP_10_run6_tree_3_1000000_iqtree3_aa.log,60.389,401.842,-87357001.171,19.421,59.039,1,,1.3500000000000014
AA,unrooted,LG,tree_3,OMP_10,9,output_banchmark_bl_estimation_AA_LG_OMP_10_run9_tree_3_1000000_iqtree3_aa.log,39.312,373.42,-87357001.171,19.421,38.031,1,,1.2809999999999988
AA,unrooted,LG,tree_3,OMP_48,4,output_banchmark_bl_estimation_AA_LG_OMP_48_run4_tree_3_1000000_iqtree3_aa.log,16.554,613.444,-87357001.171,19.421,15.324,1,,1.2299999999999986
AA,unrooted,LG,tree_3,OMP_10,1,output_banchmark_bl_estimation_AA_LG_OMP_10_run1_tree_3_1000000_iqtree3_aa.log,39.664,376.66,-87357001.171,19.421,38.318,1,,1.3460000000000036
AA,unrooted,LG,tree_3,OMP_48,3,output_banchmark_bl_estimation_AA_LG_OMP_48_run3_tree_3_1000000_iqtree3_aa.log,14.243,585.374,-87357001.171,19.421,12.834,1,,1.4090000000000007
AA,unrooted,LG,tree_4,OMP_10,2,output_banchmark_bl_estimation_AA_LG_OMP_10_run2_tree_4_1000000_iqtree3_aa.log,66.388,432.402,-87712627.079,20.39,64.837,1,,1.551000000000002
AA,unrooted,LG,tree_4,OMP_10,10,output_banchmark_bl_estimation_AA_LG_OMP_10_run10_tree_4_1000000_iqtree3_aa.log,39.51,376.02,-87712627.079,20.39,38.262,1,,1.2479999999999976
AA,unrooted,LG,tree_4,OMP_48,7,output_banchmark_bl_estimation_AA_LG_OMP_48_run7_tree_4_1000000_iqtree3_aa.log,14.987,617.784,-87712627.079,20.39,13.583,1,,1.404
AA,unrooted,LG,tree_4,OMP_48,10,output_banchmark_bl_estimation_AA_LG_OMP_48_run10_tree_4_1000000_iqtree3_aa.log,17.655,639.448,-87712627.079,20.39,16.388,1,,1.2669999999999995
AA,unrooted,LG,tree_4,OMP_10,5,output_banchmark_bl_estimation_AA_LG_OMP_10_run5_tree_4_1000000_iqtree3_aa.log,38.017,347.313,-87712627.079,20.39,36.749,1,,1.2680000000000007
AA,unrooted,LG,tree_4,OMP_48,8,output_banchmark_bl_estimation_AA_LG_OMP_48_run8_tree_4_1000000_iqtree3_aa.log,15.758,615.912,-87712627.079,20.39,14.473,1,,1.2849999999999984
AA,unrooted,LG,tree_4,OMP_10,3,output_banchmark_bl_estimation_AA_LG_OMP_10_run3_tree_4_1000000_iqtree3_aa.log,39.361,374.888,-87712627.079,20.39,38.093,1,,1.2679999999999936
AA,unrooted,LG,tree_4,OMP_48,1,output_banchmark_bl_estimation_AA_LG_OMP_48_run1_tree_4_1000000_iqtree3_aa.log,14.607,601.617,-87712627.079,20.39,13.164,1,,1.4429999999999996
AA,unrooted,LG,tree_4,OMP_48,9,output_banchmark_bl_estimation_AA_LG_OMP_48_run9_tree_4_1000000_iqtree3_aa.log,14.617,608.017,-87712627.079,20.39,13.101,1,,1.516
AA,unrooted,LG,tree_4,OMP_10,4,output_banchmark_bl_estimation_AA_LG_OMP_10_run4_tree_4_1000000_iqtree3_aa.log,39.984,380.102,-87712627.079,20.39,38.726,1,,1.2580000000000027
AA,unrooted,LG,tree_4,OMP_48,6,output_banchmark_bl_estimation_AA_LG_OMP_48_run6_tree_4_1000000_iqtree3_aa.log,14.919,604.671,-87712627.079,20.39,13.652,1,,1.2670000000000012
AA,unrooted,LG,tree_4,OMP_10,7,output_banchmark_bl_estimation_AA_LG_OMP_10_run7_tree_4_1000000_iqtree3_aa.log,39.387,374.884,-87712627.079,20.39,38.135,1,,1.2520000000000024
AA,unrooted,LG,tree_4,OMP_48,5,output_banchmark_bl_estimation_AA_LG_OMP_48_run5_tree_4_1000000_iqtree3_aa.log,15.737,593.664,-87712627.079,20.39,13.555,1,,2.1820000000000004
AA,unrooted,LG,tree_4,OMP_10,8,output_banchmark_bl_estimation_AA_LG_OMP_10_run8_tree_4_1000000_iqtree3_aa.log,38.809,352.862,-87712627.079,20.39,37.528,1,,1.2809999999999988
AA,unrooted,LG,tree_4,OMP_48,2,output_banchmark_bl_estimation_AA_LG_OMP_48_run2_tree_4_1000000_iqtree3_aa.log,14.784,606.28,-87712627.079,20.39,13.356,1,,1.4280000000000008
AA,unrooted,LG,tree_4,OMP_10,9,output_banchmark_bl_estimation_AA_LG_OMP_10_run9_tree_4_1000000_iqtree3_aa.log,39.558,375.639,-87712627.079,20.39,38.301,1,,1.256999999999998
AA,unrooted,LG,tree_4,OMP_48,4,output_banchmark_bl_estimation_AA_LG_OMP_48_run4_tree_4_1000000_iqtree3_aa.log,15.18,636.898,-87712627.079,20.39,13.749,1,,1.4309999999999992
AA,unrooted,LG,tree_4,OMP_10,6,output_banchmark_bl_estimation_AA_LG_OMP_10_run6_tree_4_1000000_iqtree3_aa.log,41.682,370.854,-87712627.079,20.39,40.373,1,,1.3090000000000046
AA,unrooted,LG,tree_4,OMP_48,3,output_banchmark_bl_estimation_AA_LG_OMP_48_run3_tree_4_1000000_iqtree3_aa.log,18.698,658.699,-87712627.079,20.39,17.319,1,,1.3790000000000013
AA,unrooted,LG,tree_4,OMP_10,1,output_banchmark_bl_estimation_AA_LG_OMP_10_run1_tree_4_1000000_iqtree3_aa.log,39.658,377.388,-87712627.079,20.39,38.352,1,,1.3060000000000045
AA,unrooted,LG,tree_5,OMP_48,6,output_banchmark_bl_estimation_AA_LG_OMP_48_run6_tree_5_1000000_iqtree3_aa.log,17.757,624.961,-86382770.364,19.61,16.446,1,,1.311
AA,unrooted,LG,tree_5,OMP_10,4,output_banchmark_bl_estimation_AA_LG_OMP_10_run4_tree_5_1000000_iqtree3_aa.log,39.502,375.813,-86382770.364,19.61,38.215,1,,1.286999999999999
AA,unrooted,LG,tree_5,OMP_48,9,output_banchmark_bl_estimation_AA_LG_OMP_48_run9_tree_5_1000000_iqtree3_aa.log,15.14,630.022,-86382770.364,19.61,13.643,1,,1.4969999999999999
AA,unrooted,LG,tree_5,OMP_48,1,output_banchmark_bl_estimation_AA_LG_OMP_48_run1_tree_5_1000000_iqtree3_aa.log,15.352,622.852,-86382770.364,19.61,14.115,1,,1.237
AA,unrooted,LG,tree_5,OMP_10,3,output_banchmark_bl_estimation_AA_LG_OMP_10_run3_tree_5_1000000_iqtree3_aa.log,38.557,367.178,-86382770.364,19.61,37.319,1,,1.2379999999999995
